Дистр.,Привязка в CRM,Значение привязки в CRM,Клиент,ИНН клиента,Регион,Город,Улица,Информация из CRM по ИНН наименование АС,Информация из CRM по ИНН КАМ АС,Информация из CRM Наименование ЕА,Информация из CRM МП ЕА,Регион МП,Регион в CRM по области аптеки
Фармкомплект,5916027419_b030919ad9460dfaecefcffeed765095,"Нытва-Фарм ООО, г.Воткинск, ул.Кирова,78; 5916027419; 427440, Удмуртская Респ, Воткинск г, Кирова ул, дом № 78; 5916027419_b030919ad9460dfaecefcffeed765095",ОПЕКА Нытва-Фарм ООО г.Ижевск,5916027419,Удмуртская респ.,Удмуртия (Ижевск),"427440, Удмуртская Респ, Воткинск г, Кирова ул, дом № 78",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Верхнее Поволжье
Агроресурсы,511462.00,"АЛЕКС МЕД ООО, г.Оренбург, ул.Мусы Джалиля, д.6; Оренбургская обл; Оренбург г; ул. Мусы Джалиля, д. №6, помещение 7М; 511462.00; 5612161733","АЛЕКС МЕД ООО, г.Оренбург, ул.Мусы Джалиля, д.6",5612161733,Оренбургская обл.,Оренбург г,"ул. Мусы Джалиля, д. №6, помещение 7М",АС ЛПУ НПФО,Романовская Людмила,Нет в CRM,Нет в CRM,Нет в CRM,Нижнее Поволжье
Здравсервис,579509,"579509; 7715427682; ООО ""БРИНФАРМ М"" (г.Голицыно, Привокзальная площадь,д 11); Московская область, Одинцовский р-он, Городское поселение Голицыно, г.Голицыно, Привокзальная площадь,д 11","ООО ""БРИНФАРМ М"" (г.Голицыно, Привокзальная площадь,д 11)",7715427682,Московская обл.,Нет в CRM,"Московская область, Одинцовский р-он, Городское поселение Голицыно, г.Голицыно, Привокзальная площадь,д 11",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,579510,"579510; 7715427682; ООО ""БРИНФАРМ М"" (ул.Белорусская,6); Московская область, г.Одинцово, ул.Белорусская,д. 6","ООО ""БРИНФАРМ М"" (ул.Белорусская,6)",7715427682,Московская обл.,Нет в CRM,"Московская область, г.Одинцово, ул.Белорусская,д. 6",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,579541,"579541; 7724211288; ООО ""РИГЛА"" (Аптека №88); Краснодар, ул. им. Петра Метальникова, д. 32/1","ООО ""РИГЛА"" (Аптека №88)",7724211288,-,Нет в CRM,"Краснодар, ул. им. Петра Метальникова, д. 32/1",АС РИГЛА,Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579627,"579627; 2318041154; ООО ""Сочи-Фарма"" (№14 (Сочи, Лазаревский район, ул. Главная, д. 64а/1); Сочи, Лазаревски район, п. Якорная Щель, ул. Главная д 64а/1    (первый этаж)","ООО ""Сочи-Фарма"" (№14 (Сочи, Лазаревский район, ул. Главная, д. 64а/1)",2318041154,Краснодарский край,Нет в CRM,"Сочи, Лазаревски район, п. Якорная Щель, ул. Главная д 64а/1    (первый этаж)",Слава-М  (АСНА),Пономаренко Светлана,Нет в CRM,Нет в CRM,Нет в CRM,Юг России
Здравсервис,579628,"579628; 5902058784; ООО ""Планета Здоровья Холдинг"" (Балашиха, Зеленая, 32к2); Московская обл., Балашиха, ул. Зеленая, 32к2","ООО ""Планета Здоровья Холдинг"" (Балашиха, Зеленая, 32к2)",5902058784,Московская обл.,Нет в CRM,"Московская обл., Балашиха, ул. Зеленая, 32к2",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,579630,"579630; 5902058784; ООО ""Планета Здоровья Холдинг"" (Мытищи, Астрахова пр-кт., 5); Московская обл., Мытищи, Астрахова пр-кт., 5, пом. 006","ООО ""Планета Здоровья Холдинг"" (Мытищи, Астрахова пр-кт., 5)",5902058784,Московская обл.,Нет в CRM,"Московская обл., Мытищи, Астрахова пр-кт., 5, пом. 006",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,579631,"579631; 5902058784; ООО ""Планета Здоровья Холдинг"" (Мытищи, Юбилейная, 6); Московская обл., Мытищи, Юбилейная, 6","ООО ""Планета Здоровья Холдинг"" (Мытищи, Юбилейная, 6)",5902058784,Московская обл.,Нет в CRM,"Московская обл., Мытищи, Юбилейная, 6",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,579632,"579632; 5902058784; ООО ""Планета Здоровья Холдинг"" (Подольская, 16); Московская обл., Подольск, Подольская, 16, пом. 6","ООО ""Планета Здоровья Холдинг"" (Подольская, 16)",5902058784,-,Нет в CRM,"Московская обл., Подольск, Подольская, 16, пом. 6",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579638,"579638; 4634013303; ООО ""Аптека №1-Курчатов"" (пр-т Коммунистический, 18 ); г. Курчатов, пр-т Коммунистический, 18","ООО ""Аптека №1-Курчатов"" (пр-т Коммунистический, 18 )",4634013303,Курская обл.,Нет в CRM,"г. Курчатов, пр-т Коммунистический, 18",АС Фармия,Ефремов Игорь,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,579676,"579676; 5902058784; ООО ""Планета Здоровья Холдинг"" (Шмитовский  пр., 2 стр.1); г. Москва, Шмитовский  пр., 2 стр.1","ООО ""Планета Здоровья Холдинг"" (Шмитовский  пр., 2 стр.1)",5902058784,МОСКВА,Нет в CRM,"г. Москва, Шмитовский  пр., 2 стр.1",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,579844,"579844; 4011032918; ООО ""ФАРМА-К""; 249161 Область Калужская р-н Жуковский, г Белоусово, ул Московская, д.55, помещение 15","ООО ""ФАРМА-К""",4011032918,Калужская обл.,Нет в CRM,"249161 Область Калужская р-н Жуковский, г Белоусово, ул Московская, д.55, помещение 15",Нет в CRM,Нет в CRM,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,579846,"579846; 2301095289; ООО ""Благо"" (Сочи, Лазаревский район, п. Лазаревское, ул. Победы, д 167); (пусто)","ООО ""Благо"" (Сочи, Лазаревский район, п. Лазаревское, ул. Победы, д 167)",2301095289,Краснодарский край,Нет в CRM,(пусто),Фитофарм АС,Пономаренко Светлана,Нет в CRM,Нет в CRM,Нет в CRM,Юг России
Здравсервис,579864,"579864; 4029049486; ООО ""ПродвижениеФарм"" (г. Липецк, пр. им. 60-летия СССР д. 2); Область Липецкая, г Липецк, пр-кт им 60-летия СССР, д.2","ООО ""ПродвижениеФарм"" (г. Липецк, пр. им. 60-летия СССР д. 2)",4029049486,Липецкая обл.,Нет в CRM,"Область Липецкая, г Липецк, пр-кт им 60-летия СССР, д.2",Максавит,Королевская Оксана,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,579865,"579865; 4029049486; ООО ""ПродвижениеФарм"" (г. Липецк, пр-кт Победы, д. 71); Область Липецкая, г Липецк, пр-кт Победы, д.71","ООО ""ПродвижениеФарм"" (г. Липецк, пр-кт Победы, д. 71)",4029049486,Липецкая обл.,Нет в CRM,"Область Липецкая, г Липецк, пр-кт Победы, д.71",Максавит,Королевская Оксана,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,579866,"579866; 4029049486; ООО ""ПродвижениеФарм"" (г. Липецк, ул. Водопьянова, д. 12); Область Липецкая, г Липецк, ул Водопьянова, д.12","ООО ""ПродвижениеФарм"" (г. Липецк, ул. Водопьянова, д. 12)",4029049486,Липецкая обл.,Нет в CRM,"Область Липецкая, г Липецк, ул Водопьянова, д.12",Максавит,Королевская Оксана,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,579867,"579867; 4029049486; ООО ""ПродвижениеФарм"" (г. Липецк, ул. Неделина, д. 20); Область Липецкая, г Липецк, ул Неделина, д.20","ООО ""ПродвижениеФарм"" (г. Липецк, ул. Неделина, д. 20)",4029049486,Липецкая обл.,Нет в CRM,"Область Липецкая, г Липецк, ул Неделина, д.20",Максавит,Королевская Оксана,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,579880,"579880; 2352031942; ООО ""Лекарства Тамани"" (Архипо-Осиповка, ул. Ленина, д. 111, литер А); Геленджик, с. Архипо-Осиповка, ул. Ленина, д. 111, литер А","ООО ""Лекарства Тамани"" (Архипо-Осиповка, ул. Ленина, д. 111, литер А)",2352031942,Краснодарский край,Нет в CRM,"Геленджик, с. Архипо-Осиповка, ул. Ленина, д. 111, литер А",Фитофарм АС,Пономаренко Светлана,Нет в CRM,Нет в CRM,Нет в CRM,Юг России
Здравсервис,579882,"579882; 5903090212; ООО ""Азон"" г. Москва (г. Подольск, мкр. Климовск, ул.Победы, д.2/18); 142180, Московская область, г.о. Подольск, г. Подольск, мкр. Климовск, ул. Победы, д. 2/18","ООО ""Азон"" г. Москва (г. Подольск, мкр. Климовск, ул.Победы, д.2/18)",5903090212,Московская обл.,Нет в CRM,"142180, Московская область, г.о. Подольск, г. Подольск, мкр. Климовск, ул. Победы, д. 2/18",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
